id_fixture,season,current_league,league_match,date_fixture,round_fixture,referee,team_id,team_name,home_away,opponent_id,opponent_name,score_home_ht,score_away_ht,score_home_ft,score_away_ft,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,form_last_5,form_att_last_5,form_def_last_5,form_goal_for_average_last_5,form_goal_against_average_last_5,for_total_goal_home,for_total_goal_away,for_total_goal,for_total_average_goals_home,for_total_average_goals_away,for_total_average_goals,for_0-15_goal_total,for_0-15_goal_percentage,for_16-30_goal_total,for_16-30_goal_percentage,for_31-45_goal_total,for_31-45_goal_percentage,for_46-60_goal_total,for_46-60_goal_percentage,for_61-75_goal_total,for_61-75_goal_percentage,for_76-90_goal_total,for_76-90_goal_percentage,for_91-105_goal_total,for_91-105_goal_percentage,for_106-120_goal_total,for_106-120_goal_percentage,for_0.5_over,for_0.5_under,for_1.5_over,for_1.5_under,for_2.5_over,for_2.5_under,for_3.5_over,for_3.5_under,for_4.5_over,for_4.5_under,against_total_goal_home,against_total_goal_away,against_total_goal,against_total_average_goals_home,against_total_average_goals_away,against_total_average_goals,against_0-15_goal_total,against_0-15_goal_percentage,against_16-30_goal_total,against_16-30_goal_percentage,against_31-45_goal_total,against_31-45_goal_percentage,against_46-60_goal_total,against_46-60_goal_percentage,against_61-75_goal_total,against_61-75_goal_percentage,against_76-90_goal_total,against_76-90_goal_percentage,against_91-105_goal_total,against_91-105_goal_percentage,against_106-120_goal_total,against_106-120_goal_percentage,against_0.5_over,against_0.5_under,against_1.5_over,against_1.5_under,against_2.5_over,against_2.5_under,against_3.5_over,against_3.5_under,against_4.5_over,against_4.5_under,wins_home,wins_away,draws_home,draws_away,loses_home,loses_away,clean_sheet_home,clean_sheet_away,clean_sheet_total,comparison_form,comparison_att,comparison_def,comparison_poisson_distribution,comparison_h2h,comparison_goals,comparison_tot,predict_winner_predict_id,predict_winner_predict_name,predict_win_or_draw,predict_under_over,predict_goal_home,predict_goal_away,predict_advice,predict_percent_home,predict_percent_draw,predict_percent_away,Assists,Counter Attacks,Cross Attacks,Free Kicks,Goals,Goal Attempts,Substitutions,Throwins,Medical Treatment
23186,2016,88,88,2017-04-05T17:45:00+00:00,Regular Season - 29,"Paulus van Boekel, Netherlands",413,NEC Nijmegen,0,202,Groningen,1,0,2,0,4,2,9.0,3,4.0,5.0,9,6,5,49.0,1,0,4,361.0,274.0,76.0,0.2,0.29,0.43,0.8,1.6,18,9,27,1.3,0.6,1.0,3.0,11.11%,3.0,11.11%,7.0,25.93%,3.0,11.11%,4.0,14.81%,6.0,22.22%,1.0,3.70%,,,17,11,7,21,3,25,0,28,0,28,19,28,47,1.4,2.0,1.7,6.0,12.77%,9.0,19.15%,9.0,19.15%,9.0,19.15%,5.0,10.64%,7.0,14.89%,2.0,4.26%,,,23,5,15,13,5,23,3,25,1,27,5,2,4,3,5,9,3,2,5,0.5,0.44,0.5,0.34,0.25,0.31,0.39,202.0,Groningen,True,,-2.5,-1.5,Double chance : Groningen or draw,0.45,0.45,0.1,,,,,,,,,
23193,2016,88,88,2017-04-02T10:30:00+00:00,Regular Season - 28,"Serdar Gozubuyuk, Netherlands",413,NEC Nijmegen,0,200,Vitesse,0,0,2,1,1,3,5.0,1,5.0,0.0,12,1,3,39.0,2,0,3,313.0,208.0,66.0,0.2,0.36,0.18,0.8,1.8,18,8,26,1.3,0.6,1.0,3.0,11.54%,3.0,11.54%,7.0,26.92%,3.0,11.54%,3.0,11.54%,6.0,23.08%,1.0,3.85%,,,16,11,7,20,3,24,0,27,0,27,19,26,45,1.4,2.0,1.7,6.0,13.33%,9.0,20.00%,9.0,20.00%,8.0,17.78%,5.0,11.11%,6.0,13.33%,2.0,4.44%,,,22,5,14,13,5,22,3,24,1,26,5,2,4,3,5,8,3,2,5,0.33,0.31,0.4,0.22,0.38,0.46,0.35,200.0,Vitesse,False,,-3.5,-1.5,Winner : Vitesse,0.45,0.45,0.1,,,,,,,,,
23204,2016,88,88,2017-03-18T18:45:00+00:00,Regular Season - 27,"Siemen Mulder, Netherlands",413,NEC Nijmegen,1,207,Utrecht,0,2,0,3,1,4,8.0,3,1.0,7.0,3,2,1,47.0,1,0,6,461.0,366.0,79.0,0.2,0.21,0.58,0.8,1.6,18,8,26,1.4,0.6,1.0,3.0,11.54%,3.0,11.54%,7.0,26.92%,3.0,11.54%,3.0,11.54%,6.0,23.08%,1.0,3.85%,,,16,10,7,19,3,23,0,26,0,26,16,26,42,1.2,2.0,1.6,6.0,14.29%,8.0,19.05%,8.0,19.05%,8.0,19.05%,4.0,9.52%,6.0,14.29%,2.0,4.76%,,,21,5,13,13,4,22,3,23,1,25,5,2,4,3,4,8,3,2,5,0.3,0.33,0.53,0.46,0.38,0.38,0.397,207.0,Utrecht,True,,-1.5,-2.5,Double chance : draw or Utrecht,0.1,0.45,0.45,,,,,,,,,
23215,2016,88,88,2017-03-11T17:30:00+00:00,Regular Season - 26,"Bas Nijhuis, Netherlands",413,NEC Nijmegen,0,198,ADO Den Haag,0,0,1,0,8,8,25.0,9,13.0,12.0,12,8,0,53.0,3,0,5,445.0,380.0,85.0,0.2,0.36,0.36,1.0,1.8,18,8,26,1.4,0.7,1.0,3.0,11.54%,3.0,11.54%,7.0,26.92%,3.0,11.54%,3.0,11.54%,6.0,23.08%,1.0,3.85%,,,16,9,7,18,3,22,0,25,0,25,16,25,41,1.2,2.1,1.6,6.0,14.63%,8.0,19.51%,8.0,19.51%,8.0,19.51%,3.0,7.32%,6.0,14.63%,2.0,4.88%,,,20,5,13,12,4,21,3,22,1,24,5,2,4,3,4,7,3,2,5,0.6,0.63,0.47,0.42,0.71,0.73,0.593,413.0,NEC Nijmegen,True,,-1.5,-1.5,Double chance : draw or NEC Nijmegen,0.1,0.45,0.45,,,,,,,,,
23217,2016,88,88,2017-03-05T15:45:00+00:00,Regular Season - 25,"Paulus van Boekel, Netherlands",413,NEC Nijmegen,1,206,Heracles,2,1,3,1,8,4,13.0,1,12.0,2.0,12,6,0,41.0,1,0,2,374.0,300.0,80.0,0.0,0.18,0.0,0.4,2.4,15,8,23,1.3,0.7,1.0,3.0,12.50%,2.0,8.33%,6.0,25.00%,3.0,12.50%,3.0,12.50%,6.0,25.00%,1.0,4.17%,,,15,9,6,18,2,22,0,24,0,24,15,25,40,1.3,2.1,1.7,5.0,12.82%,8.0,20.51%,8.0,20.51%,8.0,20.51%,2.0,5.13%,6.0,15.38%,2.0,5.13%,,,19,5,13,11,4,20,3,21,1,23,4,2,4,3,4,7,3,2,5,0.0,0.15,0.43,0.61,0.29,0.27,0.35,206.0,Heracles,True,,-2.5,-2.5,Double chance : draw or Heracles,0.1,0.45,0.45,,,,,,,,,
23232,2016,88,88,2017-02-25T18:45:00+00:00,Regular Season - 24,"Martin Van den Kerkhof, Netherlands",413,NEC Nijmegen,1,426,Sparta Rotterdam,0,1,0,1,4,6,15.0,5,9.0,6.0,12,7,0,61.0,1,0,1,510.0,347.0,68.0,0.2,0.31,0.15,0.8,2.2,15,8,23,1.4,0.7,1.0,3.0,12.50%,2.0,8.33%,6.0,25.00%,3.0,12.50%,3.0,12.50%,6.0,25.00%,1.0,4.17%,,,15,8,6,17,2,21,0,23,0,23,14,25,39,1.3,2.1,1.7,5.0,13.16%,8.0,21.05%,7.0,18.42%,8.0,21.05%,2.0,5.26%,6.0,15.79%,2.0,5.26%,,,18,5,13,10,4,19,3,20,1,22,4,2,4,3,3,7,3,2,5,0.6,0.36,0.5,0.64,0.0,0.0,0.525,426.0,Sparta Rotterdam,True,,-2.5,-2.5,Double chance : draw or Sparta Rotterdam,0.1,0.45,0.45,,,,,,,,,
23241,2016,88,88,2017-02-18T18:45:00+00:00,Regular Season - 23,"Jochem Kamphuis, Netherlands",413,NEC Nijmegen,0,197,PSV Eindhoven,1,1,3,1,3,3,7.0,1,3.0,4.0,13,3,3,37.0,1,0,5,326.0,218.0,67.0,0.4,0.4,0.2,0.8,1.6,15,7,22,1.4,0.6,1.0,3.0,13.04%,1.0,4.35%,6.0,26.09%,3.0,13.04%,3.0,13.04%,6.0,26.09%,1.0,4.35%,,,14,8,6,16,2,20,0,22,0,22,14,22,36,1.3,2.0,1.6,5.0,14.29%,7.0,20.00%,7.0,20.00%,7.0,20.00%,2.0,5.71%,6.0,17.14%,1.0,2.86%,,,17,5,12,10,3,19,3,19,1,21,4,2,4,3,3,6,3,2,5,0.29,0.21,0.43,0.13,0.0,0.06,0.2239999999999999,197.0,PSV Eindhoven,False,,-3.5,-1.5,Winner : PSV Eindhoven,0.45,0.45,0.1,,,,,,,,,
23252,2016,88,88,2017-02-10T19:00:00+00:00,Regular Season - 22,"Jeroen Manschot, Netherlands",413,NEC Nijmegen,0,193,PEC Zwolle,0,0,2,0,6,5,17.0,6,9.0,8.0,13,8,0,43.0,1,0,3,351.0,257.0,73.0,0.47,0.5,0.33,1.2,1.6,15,7,22,1.4,0.7,1.0,3.0,13.04%,1.0,4.35%,6.0,26.09%,3.0,13.04%,3.0,13.04%,6.0,26.09%,1.0,4.35%,,,14,7,6,15,2,19,0,21,0,21,14,20,34,1.3,2.0,1.6,5.0,15.15%,7.0,21.21%,7.0,21.21%,6.0,18.18%,1.0,3.03%,6.0,18.18%,1.0,3.03%,,,16,5,11,10,3,18,3,18,1,20,4,2,4,3,3,5,3,2,5,0.54,0.46,0.58,0.51,0.25,0.35,0.4479999999999999,193.0,PEC Zwolle,True,,-2.5,-2.5,Double chance : PEC Zwolle or draw,0.45,0.45,0.1,,,,,,,,,
23260,2016,88,88,2017-02-04T17:30:00+00:00,Regular Season - 21,"Bjorn Kuipers, Netherlands",413,NEC Nijmegen,1,410,GO Ahead Eagles,0,2,1,2,5,8,20.0,7,12.0,8.0,10,8,1,65.0,1,0,1,560.0,462.0,83.0,0.67,0.53,0.6,1.6,1.2,14,7,21,1.4,0.7,1.1,3.0,13.64%,1.0,4.55%,6.0,27.27%,3.0,13.64%,3.0,13.64%,6.0,27.27%,,,,,13,7,6,14,2,18,0,20,0,20,12,20,32,1.2,2.0,1.6,4.0,12.90%,6.0,19.35%,7.0,22.58%,6.0,19.35%,1.0,3.23%,6.0,19.35%,1.0,3.23%,,,15,5,10,10,3,17,3,17,1,19,4,2,4,3,2,5,3,2,5,0.83,0.73,0.54,0.76,0.29,0.46,0.602,413.0,NEC Nijmegen,True,,-2.5,-1.5,Double chance : NEC Nijmegen or draw,0.45,0.45,0.1,,,,,,,,,
23262,2016,88,88,2017-01-29T15:45:00+00:00,Regular Season - 20,"Pol van Boekel, Netherlands",413,NEC Nijmegen,0,209,Feyenoord,2,0,4,0,2,3,9.0,4,5.0,4.0,10,2,0,39.0,1,0,4,358.0,267.0,75.0,0.67,0.62,0.69,1.6,0.8,14,7,21,1.4,0.8,1.1,3.0,13.64%,1.0,4.55%,6.0,27.27%,3.0,13.64%,3.0,13.64%,6.0,27.27%,,,,,13,6,6,13,2,17,0,19,0,19,12,16,28,1.2,1.8,1.5,4.0,14.81%,5.0,18.52%,6.0,22.22%,6.0,22.22%,1.0,3.70%,4.0,14.81%,1.0,3.70%,,,14,5,9,10,2,17,2,17,1,18,4,2,4,3,2,4,3,2,5,0.4,0.33,0.33,0.11,0.29,0.4,0.31,209.0,Feyenoord,False,,-4.5,-2.5,Winner : Feyenoord,0.5,0.5,0.0,,,,,,,,,
23273,2016,88,88,2017-01-22T13:30:00+00:00,Regular Season - 19,"Edwin Van de Graaf, Netherlands",413,NEC Nijmegen,1,414,Roda,1,0,2,0,7,2,9.0,0,6.0,3.0,14,4,8,44.0,2,0,5,350.0,258.0,74.0,0.67,1.0,0.33,1.8,1.2,12,7,19,1.3,0.8,1.1,2.0,10.00%,1.0,5.00%,6.0,30.00%,2.0,10.00%,3.0,15.00%,6.0,30.00%,,,,,12,6,5,13,2,16,0,18,0,18,12,16,28,1.3,1.8,1.6,4.0,14.81%,5.0,18.52%,6.0,22.22%,6.0,22.22%,1.0,3.70%,4.0,14.81%,1.0,3.70%,,,14,4,9,9,2,16,2,16,1,17,3,2,4,3,2,4,2,2,4,0.77,0.82,0.5,0.7,0.5,0.47,0.627,413.0,NEC Nijmegen,True,,-2.5,-1.5,Double chance : NEC Nijmegen or draw,0.45,0.45,0.1,,,,,,,,,
23280,2016,88,88,2017-01-15T15:45:00+00:00,Regular Season - 18,"Siemen Mulder, Netherlands",413,NEC Nijmegen,0,195,Willem II,0,0,0,1,5,2,11.0,4,8.0,3.0,17,3,1,40.0,2,0,3,330.0,241.0,73.0,0.47,0.53,0.27,1.6,2.2,12,6,18,1.3,0.8,1.1,2.0,10.53%,1.0,5.26%,6.0,31.58%,2.0,10.53%,3.0,15.79%,5.0,26.32%,,,,,11,6,5,12,2,15,0,17,0,17,12,16,28,1.3,2.0,1.6,4.0,14.81%,5.0,18.52%,6.0,22.22%,6.0,22.22%,1.0,3.70%,4.0,14.81%,1.0,3.70%,,,14,3,9,8,2,15,2,15,1,16,3,1,4,3,2,4,2,1,3,0.44,0.73,0.08,0.42,0.85,0.71,0.5379999999999999,413.0,NEC Nijmegen,True,,-1.5,-2.5,Double chance : draw or NEC Nijmegen,0.1,0.45,0.45,,,,,,,,,
23293,2016,88,88,2016-12-18T11:30:00+00:00,Regular Season - 17,"Christaan Bax, Netherlands",413,NEC Nijmegen,0,196,Excelsior,1,1,2,2,4,5,10.0,1,8.0,2.0,14,8,0,51.0,2,0,3,366.0,249.0,68.0,0.47,0.64,0.09,1.4,2.0,12,4,16,1.3,0.6,1.0,2.0,11.76%,1.0,5.88%,5.0,29.41%,2.0,11.76%,3.0,17.65%,4.0,23.53%,,,,,10,6,4,12,2,14,0,16,0,16,12,14,26,1.3,2.0,1.6,3.0,12.00%,5.0,20.00%,6.0,24.00%,5.0,20.00%,1.0,4.00%,4.0,16.00%,1.0,4.00%,,,13,3,8,8,2,14,2,14,1,15,3,1,4,2,2,4,2,1,3,0.58,0.41,0.52,0.26,0.8,0.78,0.5579999999999999,196.0,Excelsior,True,,-3.5,-2.5,Double chance : Excelsior or draw,0.35,0.35,0.3,,,,,,,,,
23305,2016,88,88,2016-12-10T17:30:00+00:00,Regular Season - 16,"Jochem Kamphuis, Netherlands",413,NEC Nijmegen,1,198,ADO Den Haag,3,0,3,0,3,5,8.0,0,5.0,4.0,15,5,1,42.0,0,0,2,346.0,246.0,71.0,0.33,0.38,0.15,1.0,2.2,9,4,13,1.1,0.6,0.9,1.0,6.67%,1.0,6.67%,4.0,26.67%,2.0,13.33%,3.0,20.00%,4.0,26.67%,,,,,9,6,3,12,1,14,0,15,0,15,12,14,26,1.5,2.0,1.7,2.0,8.33%,5.0,20.83%,6.0,25.00%,5.0,20.83%,1.0,4.17%,4.0,16.67%,1.0,4.17%,,,13,2,8,7,2,13,2,13,1,14,2,1,4,2,2,4,1,1,2,0.63,0.63,0.42,0.53,0.62,0.64,0.578,413.0,NEC Nijmegen,True,,-2.5,-2.5,Double chance : NEC Nijmegen or draw,0.45,0.45,0.1,,,,,,,,,
23315,2016,88,88,2016-12-02T19:00:00+00:00,Regular Season - 15,"Jeroen Manschot, Netherlands",413,NEC Nijmegen,0,206,Heracles,1,0,2,0,3,12,16.0,1,7.0,9.0,15,4,3,53.0,0,0,4,427.0,332.0,78.0,0.4,0.27,0.55,1.2,2.0,9,4,13,1.1,0.7,0.9,1.0,6.67%,1.0,6.67%,4.0,26.67%,2.0,13.33%,3.0,20.00%,4.0,26.67%,,,,,9,5,3,11,1,13,0,14,0,14,12,12,24,1.5,2.0,1.7,2.0,9.09%,5.0,22.73%,5.0,22.73%,5.0,22.73%,1.0,4.55%,3.0,13.64%,1.0,4.55%,,,12,2,7,7,2,12,2,12,1,13,2,1,4,2,2,3,1,1,2,0.46,0.43,0.55,0.27,0.29,0.3,0.3829999999999999,206.0,Heracles,True,,-2.5,-1.5,Double chance : Heracles or draw,0.45,0.45,0.1,,,,,,,,,
23320,2016,88,88,2016-11-26T19:45:00+00:00,Regular Season - 14,"Dennis Higler, Netherlands",413,NEC Nijmegen,1,415,Twente,2,0,3,2,6,5,12.0,1,3.0,9.0,12,1,0,33.0,1,0,4,341.0,255.0,75.0,0.2,0.25,0.38,0.8,2.0,6,4,10,0.9,0.7,0.8,1.0,9.09%,,,3.0,27.27%,1.0,9.09%,3.0,27.27%,3.0,27.27%,,,,,8,5,2,11,0,13,0,13,0,13,10,12,22,1.4,2.0,1.7,2.0,9.52%,5.0,23.81%,5.0,23.81%,4.0,19.05%,1.0,4.76%,3.0,14.29%,1.0,4.76%,,,11,2,6,7,2,11,2,11,1,12,1,1,4,2,2,3,1,1,2,0.3,0.4,0.29,0.38,0.29,0.38,0.34,415.0,Twente,True,,-1.5,-2.5,Double chance : draw or Twente,0.0,0.5,0.5,,,,,,,,,
23326,2016,88,88,2016-11-20T13:30:00+00:00,Regular Season - 13,"Bas Nijhuis, Netherlands",413,NEC Nijmegen,0,194,Ajax,3,0,5,0,3,3,8.0,2,3.0,5.0,7,2,1,31.0,3,0,8,288.0,199.0,69.0,0.4,0.38,0.62,1.0,1.0,6,4,10,0.9,0.8,0.8,1.0,9.09%,,,3.0,27.27%,1.0,9.09%,3.0,27.27%,3.0,27.27%,,,,,8,4,2,10,0,12,0,12,0,12,10,7,17,1.4,1.4,1.4,2.0,12.50%,3.0,18.75%,4.0,25.00%,2.0,12.50%,1.0,6.25%,3.0,18.75%,1.0,6.25%,,,10,2,5,7,1,11,1,11,0,12,1,1,4,2,2,2,1,1,2,0.35,0.36,0.5,0.24,0.15,0.28,0.313,194.0,Ajax,False,,-3.5,-1.5,Winner : Ajax,0.45,0.45,0.1,,,,,,,,,
23339,2016,88,88,2016-11-05T18:45:00+00:00,Regular Season - 12,"Ed Peter Janssen, Netherlands",413,NEC Nijmegen,1,202,Groningen,0,0,1,1,3,7,11.0,1,8.0,3.0,11,6,3,42.0,1,0,3,354.0,269.0,76.0,0.4,0.33,0.67,0.8,0.8,5,4,9,0.8,0.8,0.8,1.0,10.00%,,,3.0,30.00%,1.0,10.00%,3.0,30.00%,2.0,20.00%,,,,,7,4,2,9,0,11,0,11,0,11,9,7,16,1.5,1.4,1.5,2.0,13.33%,3.0,20.00%,4.0,26.67%,2.0,13.33%,1.0,6.67%,2.0,13.33%,1.0,6.67%,,,9,2,5,6,1,10,1,10,0,11,1,1,3,2,2,2,1,1,2,0.6,0.5,0.64,0.35,0.38,0.35,0.47,202.0,Groningen,True,,-1.5,-2.5,Double chance : draw or Groningen,0.1,0.45,0.45,,,,,,,,,
23345,2016,88,88,2016-10-30T13:30:00+00:00,Regular Season - 11,"Edwin Van de Graaf, Netherlands",413,NEC Nijmegen,0,207,Utrecht,1,0,1,1,1,4,8.0,3,4.0,4.0,11,4,2,52.0,3,0,3,404.0,307.0,76.0,0.33,0.21,0.64,0.6,1.0,5,3,8,0.8,0.8,0.8,1.0,12.50%,,,2.0,25.00%,1.0,12.50%,2.0,25.00%,2.0,25.00%,,,,,6,4,2,8,0,10,0,10,0,10,9,6,15,1.5,1.5,1.5,2.0,13.33%,3.0,20.00%,4.0,26.67%,2.0,13.33%,1.0,6.67%,2.0,13.33%,1.0,6.67%,,,8,2,5,5,1,9,1,9,0,10,1,1,3,1,2,2,1,1,2,0.36,0.25,0.62,0.36,0.5,0.5,0.432,207.0,Utrecht,True,,-2.5,-1.5,Double chance : Utrecht or draw,0.45,0.45,0.1,,,,,,,,,
23355,2016,88,88,2016-10-23T10:30:00+00:00,Regular Season - 10,"Pol van Boekel, Netherlands",413,NEC Nijmegen,1,200,Vitesse,0,1,1,1,4,2,8.0,2,3.0,5.0,8,6,0,47.0,3,0,2,349.0,244.0,70.0,0.27,0.25,0.0,0.4,1.6,4,3,7,0.8,0.8,0.8,1.0,14.29%,,,2.0,28.57%,1.0,14.29%,2.0,28.57%,1.0,14.29%,,,,,5,4,2,7,0,9,0,9,0,9,8,6,14,1.6,1.5,1.6,2.0,14.29%,3.0,21.43%,3.0,21.43%,2.0,14.29%,1.0,7.14%,2.0,14.29%,1.0,7.14%,,,7,2,5,4,1,8,1,8,0,9,1,1,2,1,2,2,1,1,2,0.36,0.22,0.43,0.28,0.5,0.5,0.382,200.0,Vitesse,True,,-1.5,-2.5,Double chance : draw or Vitesse,0.1,0.45,0.45,,,,,,,,,
23363,2016,88,88,2016-10-16T12:30:00+00:00,Regular Season - 9,"Danny Desmond Makkelie, Netherlands",413,NEC Nijmegen,1,209,Feyenoord,1,0,1,2,3,4,8.0,1,3.0,5.0,11,2,1,36.0,1,0,6,322.0,234.0,73.0,0.27,0.06,0.5,0.2,1.6,3,3,6,0.8,0.8,0.8,,,,,2.0,33.33%,1.0,16.67%,2.0,33.33%,1.0,16.67%,,,,,4,4,2,6,0,8,0,8,0,8,6,6,12,1.5,1.5,1.5,2.0,16.67%,3.0,25.00%,3.0,25.00%,2.0,16.67%,1.0,8.33%,1.0,8.33%,,,,,6,2,4,4,1,7,1,7,0,8,1,1,2,1,1,2,1,1,2,0.21,0.06,0.2,0.0,0.29,0.35,0.222,209.0,Feyenoord,False,,-1.5,-3.5,Winner : Feyenoord,0.0,0.5,0.5,,,,,,,,,
23376,2016,88,88,2016-10-01T17:45:00+00:00,Regular Season - 8,"Kevin Blom, Netherlands",413,NEC Nijmegen,0,414,Roda,0,0,0,1,2,2,5.0,1,2.0,3.0,5,4,3,44.0,2,0,3,375.0,256.0,68.0,0.27,0.13,0.44,0.4,1.8,3,2,5,0.8,0.7,0.7,,,,,2.0,40.00%,1.0,20.00%,2.0,40.00%,,,,,,,3,4,2,5,0,7,0,7,0,7,6,6,12,1.5,2.0,1.7,2.0,16.67%,3.0,25.00%,3.0,25.00%,2.0,16.67%,1.0,8.33%,1.0,8.33%,,,,,6,1,4,3,1,6,1,6,0,7,1,0,2,1,1,2,1,0,1,0.8,1.0,0.55,0.63,0.29,0.38,0.53,413.0,NEC Nijmegen,True,-3.5,-1.5,-1.5,Combo Double chance : draw or NEC Nijmegen and -3.5 goals,0.1,0.45,0.45,,,,,,,,,
23382,2016,88,88,2016-09-25T10:30:00+00:00,Regular Season - 7,"Serdar Gozubuyuk, Netherlands",413,NEC Nijmegen,1,195,Willem II,0,0,0,0,4,8,14.0,2,5.0,9.0,7,5,1,41.0,1,0,2,356.0,262.0,74.0,0.27,0.24,0.35,0.8,2.2,3,2,5,1.0,0.7,0.8,,,,,2.0,40.00%,1.0,20.00%,2.0,40.00%,,,,,,,3,3,2,4,0,6,0,6,0,6,6,6,12,2.0,2.0,2.0,2.0,16.67%,3.0,25.00%,3.0,25.00%,2.0,16.67%,1.0,8.33%,1.0,8.33%,,,,,6,0,4,2,1,5,1,5,0,6,1,0,1,1,1,2,0,0,0,0.44,0.5,0.39,0.52,0.93,0.73,0.585,413.0,NEC Nijmegen,True,,-2.5,-2.5,Double chance : NEC Nijmegen or draw,0.45,0.45,0.1,,,,,,,,,
23391,2016,88,88,2016-09-18T10:30:00+00:00,Regular Season - 6,"Ed Peter Janssen, Netherlands",413,NEC Nijmegen,0,426,Sparta Rotterdam,1,0,2,0,0,4,6.0,2,2.0,4.0,16,1,0,48.0,5,0,7,389.0,315.0,81.0,0.33,0.28,0.44,1.0,2.0,3,2,5,1.0,1.0,1.0,,,,,2.0,40.00%,1.0,20.00%,2.0,40.00%,,,,,,,3,2,2,3,0,5,0,5,0,5,6,4,10,2.0,2.0,2.0,2.0,20.00%,2.0,20.00%,3.0,30.00%,2.0,20.00%,1.0,10.00%,,,,,,,5,0,3,2,1,4,1,4,0,5,1,0,1,1,1,1,0,0,0,0.42,0.42,0.41,0.42,0.0,0.0,0.418,426.0,Sparta Rotterdam,True,,-2.5,-1.5,Double chance : Sparta Rotterdam or draw,0.45,0.45,0.1,,,,,,,,,
23403,2016,88,88,2016-09-10T17:45:00+00:00,Regular Season - 5,"Dennis Higler, Netherlands",413,NEC Nijmegen,1,197,PSV Eindhoven,0,4,0,4,4,0,6.0,2,1.0,5.0,5,6,1,39.0,2,0,1,411.0,361.0,88.0,0.42,0.45,0.45,1.3,1.5,3,2,5,1.5,1.0,1.3,,,,,2.0,40.00%,1.0,20.00%,2.0,40.00%,,,,,,,3,1,2,2,0,4,0,4,0,4,2,4,6,1.0,2.0,1.5,,,,,3.0,50.00%,2.0,33.33%,1.0,16.67%,,,,,,,4,0,2,2,0,4,0,4,0,4,1,0,1,1,0,1,0,0,0,0.33,0.42,0.14,0.22,0.0,0.16,0.254,197.0,PSV Eindhoven,True,,-1.5,-2.5,Double chance : draw or PSV Eindhoven,0.1,0.45,0.45,,,,,,,,,
23406,2016,88,88,2016-08-28T14:45:00+00:00,Regular Season - 4,"Kevin Blom,",413,NEC Nijmegen,0,201,AZ Alkmaar,1,0,2,0,1,2,3.0,0,1.0,2.0,7,6,1,37.0,3,1,3,290.0,202.0,70.0,0.56,0.5,0.6,1.7,1.3,3,2,5,1.5,2.0,1.7,,,,,2.0,40.00%,1.0,20.00%,2.0,40.00%,,,,,,,3,0,2,1,0,3,0,3,0,3,2,2,4,1.0,2.0,1.3,,,,,2.0,50.00%,2.0,50.00%,,,,,,,,,3,0,1,2,0,3,0,3,0,3,1,0,1,1,0,0,0,0,0,0.56,0.56,0.5,0.45,0.62,0.5,0.532,413.0,NEC Nijmegen,True,1.5,-3.5,-3.5,Combo Double chance : draw or NEC Nijmegen and +1.5 goals,0.1,0.45,0.45,,,,,,,,,
23419,2016,88,88,2016-08-20T18:45:00+00:00,Regular Season - 3,"Edwin Van de Graaf, Netherlands",413,NEC Nijmegen,1,210,Heerenveen,1,1,2,1,6,3,11.0,2,8.0,3.0,10,3,2,28.0,0,0,2,253.0,158.0,62.0,0.33,0.25,0.75,1.5,1.5,1,2,3,1.0,2.0,1.5,,,,,1.0,33.33%,,,2.0,66.67%,,,,,,,2,0,1,1,0,2,0,2,0,2,1,2,3,1.0,2.0,1.5,,,,,1.0,33.33%,2.0,66.67%,,,,,,,,,2,0,1,1,0,2,0,2,0,2,0,0,1,1,0,0,0,0,0,0.5,0.43,0.57,0.59,0.62,0.53,0.54,413.0,NEC Nijmegen,True,,-2.5,-2.5,Double chance : NEC Nijmegen or draw,0.45,0.45,0.1,,,,,,,,,
23426,2016,88,88,2016-08-14T12:30:00+00:00,Regular Season - 2,"Martin Van den Kerkhof, Netherlands",413,NEC Nijmegen,0,410,GO Ahead Eagles,0,1,2,2,7,3,13.0,3,6.0,7.0,13,5,2,50.0,1,0,3,346.0,268.0,77.0,0.33,0.06,0.94,1.0,1.0,1,0,1,1.0,0.0,1.0,,,,,,,,,1.0,100.00%,,,,,,,1,0,0,1,0,1,0,1,0,1,1,0,1,1.0,0.0,1.0,,,,,1.0,100.00%,,,,,,,,,,,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1.0,1.0,0.75,0.0,0.2,0.44,0.4629999999999999,413.0,NEC Nijmegen,True,,,-1.5,Double chance : draw or NEC Nijmegen,0.1,0.45,0.45,,,,,,,,,
