id_fixture,season,current_league,league_match,date_fixture,round_fixture,referee,team_id,team_name,home_away,opponent_id,opponent_name,score_home_ht,score_away_ht,score_home_ft,score_away_ft,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,form_last_5,form_att_last_5,form_def_last_5,form_goal_for_average_last_5,form_goal_against_average_last_5,for_total_goal_home,for_total_goal_away,for_total_goal,for_total_average_goals_home,for_total_average_goals_away,for_total_average_goals,for_0-15_goal_total,for_0-15_goal_percentage,for_16-30_goal_total,for_16-30_goal_percentage,for_31-45_goal_total,for_31-45_goal_percentage,for_46-60_goal_total,for_46-60_goal_percentage,for_61-75_goal_total,for_61-75_goal_percentage,for_76-90_goal_total,for_76-90_goal_percentage,for_91-105_goal_total,for_91-105_goal_percentage,for_106-120_goal_total,for_106-120_goal_percentage,for_0.5_over,for_0.5_under,for_1.5_over,for_1.5_under,for_2.5_over,for_2.5_under,for_3.5_over,for_3.5_under,for_4.5_over,for_4.5_under,against_total_goal_home,against_total_goal_away,against_total_goal,against_total_average_goals_home,against_total_average_goals_away,against_total_average_goals,against_0-15_goal_total,against_0-15_goal_percentage,against_16-30_goal_total,against_16-30_goal_percentage,against_31-45_goal_total,against_31-45_goal_percentage,against_46-60_goal_total,against_46-60_goal_percentage,against_61-75_goal_total,against_61-75_goal_percentage,against_76-90_goal_total,against_76-90_goal_percentage,against_91-105_goal_total,against_91-105_goal_percentage,against_106-120_goal_total,against_106-120_goal_percentage,against_0.5_over,against_0.5_under,against_1.5_over,against_1.5_under,against_2.5_over,against_2.5_under,against_3.5_over,against_3.5_under,against_4.5_over,against_4.5_under,wins_home,wins_away,draws_home,draws_away,loses_home,loses_away,clean_sheet_home,clean_sheet_away,clean_sheet_total,comparison_form,comparison_att,comparison_def,comparison_poisson_distribution,comparison_h2h,comparison_goals,comparison_tot,predict_winner_predict_id,predict_winner_predict_name,predict_win_or_draw,predict_under_over,predict_goal_home,predict_goal_away,predict_advice,predict_percent_home,predict_percent_draw,predict_percent_away,Assists,Counter Attacks,Cross Attacks,Free Kicks,Goals,Goal Attempts,Substitutions,Throwins,Medical Treatment
23229,2016,88,88,2017-02-26T11:30:00+00:00,Regular Season - 24,"Jochem Kamphuis, Netherlands",410,GO Ahead Eagles,1,200,Vitesse,0,1,1,3,2,2,9.0,5,5.0,4.0,10,8,1,52.0,4,0,5,438.0,336.0,77.0,0.47,0.46,0.62,1.2,1.0,13,8,21,1.2,0.7,0.9,4.0,18.18%,4.0,18.18%,5.0,22.73%,3.0,13.64%,2.0,9.09%,4.0,18.18%,,,,,13,10,6,17,2,21,0,23,0,23,16,21,37,1.5,1.8,1.6,1.0,2.78%,6.0,16.67%,6.0,16.67%,4.0,11.11%,8.0,22.22%,9.0,25.00%,2.0,5.56%,,,20,3,11,12,6,17,0,23,0,23,4,1,1,3,6,8,3,0,3,0.5,0.55,0.5,0.36,0.15,0.27,0.3879999999999999,200.0,Vitesse,True,,-2.5,-2.5,Double chance : draw or Vitesse,0.1,0.45,0.45,,,,,,,,,
23243,2016,88,88,2017-02-17T19:00:00+00:00,Regular Season - 23,"Paulus van Boekel, Netherlands",410,GO Ahead Eagles,0,414,Roda,0,0,1,0,2,8,13.0,3,10.0,3.0,11,8,0,56.0,3,0,2,468.0,384.0,82.0,0.47,0.58,0.42,1.4,1.4,13,8,21,1.2,0.7,1.0,4.0,18.18%,4.0,18.18%,5.0,22.73%,3.0,13.64%,2.0,9.09%,4.0,18.18%,,,,,13,9,6,16,2,20,0,22,0,22,16,20,36,1.5,1.8,1.6,1.0,2.86%,6.0,17.14%,6.0,17.14%,4.0,11.43%,7.0,20.00%,9.0,25.71%,2.0,5.71%,,,19,3,11,11,6,16,0,22,0,22,4,1,1,3,6,7,3,0,3,0.64,0.54,0.53,0.44,0.67,0.75,0.595,410.0,GO Ahead Eagles,True,,-1.5,-2.5,Double chance : draw or GO Ahead Eagles,0.1,0.45,0.45,,,,,,,,,
23250,2016,88,88,2017-02-11T18:45:00+00:00,Regular Season - 22,"Ed Peter Janssen, Netherlands",410,GO Ahead Eagles,1,198,ADO Den Haag,1,0,3,1,6,6,18.0,6,10.0,8.0,12,2,4,53.0,1,0,0,431.0,348.0,81.0,0.33,0.36,0.5,1.0,1.4,10,8,18,1.0,0.7,0.9,4.0,21.05%,4.0,21.05%,4.0,21.05%,2.0,10.53%,2.0,10.53%,3.0,15.79%,,,,,12,9,5,16,1,20,0,21,0,21,15,20,35,1.5,1.8,1.7,1.0,2.94%,6.0,17.65%,6.0,17.65%,4.0,11.76%,7.0,20.59%,8.0,23.53%,2.0,5.88%,,,18,3,11,10,6,15,0,21,0,21,3,1,1,3,6,7,3,0,3,0.63,0.71,0.56,0.59,0.5,0.43,0.57,410.0,GO Ahead Eagles,True,,-2.5,-1.5,Double chance : GO Ahead Eagles or draw,0.45,0.45,0.1,,,,,,,,,
23260,2016,88,88,2017-02-04T17:30:00+00:00,Regular Season - 21,"Bjorn Kuipers, Netherlands",410,GO Ahead Eagles,0,413,NEC Nijmegen,0,2,1,2,3,1,4.0,0,3.0,1.0,10,0,0,35.0,4,1,4,301.0,201.0,67.0,0.13,0.2,0.53,0.6,1.4,10,6,16,1.0,0.6,0.8,3.0,17.65%,3.0,17.65%,4.0,23.53%,2.0,11.76%,2.0,11.76%,3.0,17.65%,,,,,11,9,4,16,1,19,0,20,0,20,15,19,34,1.5,1.9,1.7,1.0,3.03%,6.0,18.18%,6.0,18.18%,4.0,12.12%,7.0,21.21%,8.0,24.24%,1.0,3.03%,,,17,3,11,9,6,14,0,20,0,20,3,0,1,3,6,7,3,0,3,0.17,0.27,0.46,0.24,0.71,0.54,0.3979999999999999,413.0,NEC Nijmegen,True,,-2.5,-1.5,Double chance : NEC Nijmegen or draw,0.45,0.45,0.1,,,,,,,,,
23269,2016,88,88,2017-01-28T17:30:00+00:00,Regular Season - 20,"Edwin Van de Graaf, Netherlands",410,GO Ahead Eagles,1,207,Utrecht,0,1,0,1,1,3,4.0,0,1.0,3.0,13,4,2,51.0,1,1,2,444.0,347.0,78.0,0.13,0.24,0.47,0.8,1.8,10,6,16,1.1,0.6,0.8,3.0,18.75%,3.0,18.75%,3.0,18.75%,2.0,12.50%,2.0,12.50%,3.0,18.75%,,,,,11,8,4,15,1,18,0,19,0,19,14,19,33,1.6,1.9,1.7,1.0,3.03%,6.0,18.18%,6.0,18.18%,4.0,12.12%,7.0,21.21%,8.0,24.24%,1.0,3.03%,,,16,3,11,8,6,13,0,19,0,19,3,0,1,3,5,7,3,0,3,0.17,0.4,0.18,0.32,0.5,0.4,0.3279999999999999,207.0,Utrecht,True,,-1.5,-2.5,Double chance : draw or Utrecht,0.1,0.45,0.45,,,,,,,,,
23272,2016,88,88,2017-01-22T13:30:00+00:00,Regular Season - 19,"Kevin Blom, Netherlands",410,GO Ahead Eagles,0,196,Excelsior,1,1,1,1,1,5,7.0,1,5.0,2.0,5,2,1,53.0,0,0,4,502.0,396.0,79.0,0.07,0.33,0.0,0.6,1.8,10,5,15,1.1,0.6,0.8,2.0,13.33%,3.0,20.00%,3.0,20.00%,2.0,13.33%,2.0,13.33%,3.0,20.00%,,,,,10,8,4,14,1,17,0,18,0,18,14,18,32,1.6,2.0,1.8,1.0,3.13%,5.0,15.63%,6.0,18.75%,4.0,12.50%,7.0,21.88%,8.0,25.00%,1.0,3.13%,,,15,3,11,7,6,12,0,18,0,18,3,0,1,2,5,7,3,0,3,0.25,0.27,0.55,0.25,0.5,0.63,0.408,196.0,Excelsior,True,,-2.5,-1.5,Double chance : Excelsior or draw,0.45,0.45,0.1,,,,,,,,,
23288,2016,88,88,2017-01-13T19:00:00+00:00,Regular Season - 18,"Danny Desmond Makkelie, Netherlands",410,GO Ahead Eagles,1,201,AZ Alkmaar,0,0,1,3,4,3,11.0,4,5.0,6.0,12,2,1,42.0,1,0,1,371.0,288.0,78.0,0.07,0.25,0.33,0.6,1.6,9,5,14,1.1,0.6,0.8,2.0,14.29%,3.0,21.43%,3.0,21.43%,2.0,14.29%,2.0,14.29%,2.0,14.29%,,,,,9,8,4,13,1,16,0,17,0,17,11,18,29,1.4,2.0,1.7,1.0,3.45%,5.0,17.24%,6.0,20.69%,4.0,13.79%,6.0,20.69%,7.0,24.14%,,,,,14,3,10,7,5,12,0,17,0,17,3,0,1,2,4,7,3,0,3,0.11,0.21,0.56,0.37,0.29,0.29,0.305,201.0,AZ Alkmaar,True,,-1.5,-2.5,Double chance : draw or AZ Alkmaar,0.1,0.45,0.45,,,,,,,,,
23291,2016,88,88,2016-12-18T13:30:00+00:00,Regular Season - 17,"Bas Nijhuis, Netherlands",410,GO Ahead Eagles,0,202,Groningen,1,1,1,1,5,5,10.0,0,3.0,7.0,10,2,1,40.0,2,0,4,381.0,304.0,80.0,0.2,0.21,0.5,0.6,1.4,9,4,13,1.1,0.5,0.8,2.0,15.38%,3.0,23.08%,2.0,15.38%,2.0,15.38%,2.0,15.38%,2.0,15.38%,,,,,8,8,4,12,1,15,0,16,0,16,11,17,28,1.4,2.1,1.8,1.0,3.57%,4.0,14.29%,6.0,21.43%,4.0,14.29%,6.0,21.43%,7.0,25.00%,,,,,13,3,10,6,5,11,0,16,0,16,3,0,1,1,4,7,3,0,3,0.23,0.25,0.36,0.28,0.09,0.36,0.262,202.0,Groningen,True,,-2.5,-1.5,Double chance : Groningen or draw,0.5,0.5,0.0,,,,,,,,,
23304,2016,88,88,2016-12-10T18:45:00+00:00,Regular Season - 16,"Ed Peter Janssen, Netherlands",410,GO Ahead Eagles,0,197,PSV Eindhoven,0,0,1,0,1,3,5.0,1,3.0,2.0,12,1,0,35.0,2,0,5,357.0,252.0,71.0,0.2,0.29,0.36,0.8,1.8,9,4,13,1.1,0.6,0.9,2.0,15.38%,3.0,23.08%,2.0,15.38%,2.0,15.38%,2.0,15.38%,2.0,15.38%,,,,,8,7,4,11,1,14,0,15,0,15,11,16,27,1.4,2.3,1.8,1.0,3.70%,4.0,14.81%,6.0,22.22%,4.0,14.81%,5.0,18.52%,7.0,25.93%,,,,,12,3,10,5,5,10,0,15,0,15,3,0,1,1,4,6,3,0,3,0.25,0.4,0.18,0.14,0.0,0.13,0.22,197.0,PSV Eindhoven,True,-3.5,-2.5,-1.5,Combo Double chance : PSV Eindhoven or draw and -3.5 goals,0.5,0.5,0.0,,,,,,,,,
23314,2016,88,88,2016-12-03T17:30:00+00:00,Regular Season - 15,"Allard Lindhout, Netherlands",410,GO Ahead Eagles,1,210,Heerenveen,1,3,1,3,3,10,19.0,6,6.0,13.0,9,8,1,50.0,2,0,0,406.0,308.0,76.0,0.2,0.16,0.58,0.6,1.6,8,4,12,1.1,0.6,0.9,1.0,8.33%,3.0,25.00%,2.0,16.67%,2.0,16.67%,2.0,16.67%,2.0,16.67%,,,,,7,7,4,10,1,13,0,14,0,14,8,16,24,1.1,2.3,1.7,1.0,4.17%,2.0,8.33%,5.0,20.83%,4.0,16.67%,5.0,20.83%,7.0,29.17%,,,,,11,3,9,5,4,10,0,14,0,14,3,0,1,1,3,6,3,0,3,0.38,0.3,0.5,0.35,0.2,0.33,0.3429999999999999,210.0,Heerenveen,True,,-1.5,-2.5,Double chance : draw or Heerenveen,0.1,0.45,0.45,,,,,,,,,
23324,2016,88,88,2016-11-25T19:00:00+00:00,Regular Season - 14,"Jeroen Manschot, Netherlands",410,GO Ahead Eagles,1,195,Willem II,0,0,0,1,3,7,13.0,3,7.0,6.0,12,6,1,59.0,1,0,3,497.0,377.0,76.0,0.2,0.2,0.33,0.6,2.0,8,4,12,1.3,0.6,0.9,1.0,8.33%,3.0,25.00%,2.0,16.67%,2.0,16.67%,2.0,16.67%,2.0,16.67%,,,,,7,6,4,9,1,12,0,13,0,13,7,16,23,1.2,2.3,1.8,1.0,4.35%,2.0,8.70%,5.0,21.74%,3.0,13.04%,5.0,21.74%,7.0,30.43%,,,,,10,3,9,4,4,9,0,13,0,13,3,0,1,1,2,6,3,0,3,0.38,0.43,0.33,0.65,0.5,0.5,0.465,195.0,Willem II,True,,-2.5,-1.5,Double chance : draw or Willem II,0.1,0.45,0.45,,,,,,,,,
23333,2016,88,88,2016-11-19T17:30:00+00:00,Regular Season - 13,"Pol van Boekel, Netherlands",410,GO Ahead Eagles,0,206,Heracles,0,1,2,1,1,7,9.0,1,6.0,3.0,9,5,0,38.0,1,0,5,317.0,225.0,71.0,0.4,0.45,0.27,1.0,1.6,8,3,11,1.3,0.5,0.9,1.0,9.09%,2.0,18.18%,2.0,18.18%,2.0,18.18%,2.0,18.18%,2.0,18.18%,,,,,6,6,4,8,1,11,0,12,0,12,7,14,21,1.2,2.3,1.8,1.0,4.76%,2.0,9.52%,5.0,23.81%,3.0,14.29%,4.0,19.05%,6.0,28.57%,,,,,9,3,8,4,4,8,0,12,0,12,3,0,1,1,2,5,3,0,3,0.5,0.42,0.5,0.2,0.36,0.4,0.397,206.0,Heracles,True,,-2.5,-1.5,Double chance : Heracles or draw,0.45,0.45,0.1,,,,,,,,,
23334,2016,88,88,2016-11-06T15:45:00+00:00,Regular Season - 12,"Bas Nijhuis, Netherlands",410,GO Ahead Eagles,1,209,Feyenoord,1,0,1,0,2,5,10.0,3,7.0,3.0,13,3,2,39.0,2,0,5,341.0,237.0,70.0,0.27,0.5,0.17,1.2,2.0,7,3,10,1.4,0.5,0.9,1.0,10.00%,1.0,10.00%,2.0,20.00%,2.0,20.00%,2.0,20.00%,2.0,20.00%,,,,,5,6,4,7,1,10,0,11,0,11,7,14,21,1.4,2.3,1.9,1.0,4.76%,2.0,9.52%,5.0,23.81%,3.0,14.29%,4.0,19.05%,6.0,28.57%,,,,,9,2,8,3,4,7,0,11,0,11,2,0,1,1,2,5,2,0,2,0.27,0.33,0.29,0.08,0.36,0.21,0.257,209.0,Feyenoord,False,,-1.5,-3.5,Winner : Feyenoord,0.0,0.5,0.5,,,,,,,,,
23346,2016,88,88,2016-10-30T11:30:00+00:00,Regular Season - 11,"Serdar Gozubuyuk, Netherlands",410,GO Ahead Eagles,0,193,PEC Zwolle,1,1,3,1,7,9,17.0,1,12.0,5.0,13,4,2,54.0,5,1,1,370.0,287.0,78.0,0.27,0.5,0.1,1.0,1.8,7,2,9,1.4,0.4,0.9,1.0,11.11%,1.0,11.11%,1.0,11.11%,2.0,22.22%,2.0,22.22%,2.0,22.22%,,,,,4,6,4,6,1,9,0,10,0,10,7,11,18,1.4,2.2,1.8,,,2.0,11.11%,5.0,27.78%,2.0,11.11%,4.0,22.22%,5.0,27.78%,,,,,8,2,7,3,3,7,0,10,0,10,2,0,1,1,2,4,2,0,2,0.36,0.42,0.53,0.4,0.75,0.62,0.513,193.0,PEC Zwolle,True,,-2.5,-1.5,Double chance : PEC Zwolle or draw,0.35,0.35,0.3,,,,,,,,,
23359,2016,88,88,2016-10-22T16:30:00+00:00,Regular Season - 10,"Martin Van den Kerkhof, Netherlands",410,GO Ahead Eagles,1,415,Twente,0,1,0,2,4,5,9.0,0,6.0,3.0,12,7,2,50.0,1,1,7,484.0,393.0,81.0,0.47,0.58,0.42,1.4,1.4,7,2,9,1.8,0.4,1.0,1.0,11.11%,1.0,11.11%,1.0,11.11%,2.0,22.22%,2.0,22.22%,2.0,22.22%,,,,,4,5,4,5,1,8,0,9,0,9,5,11,16,1.3,2.2,1.8,,,2.0,12.50%,4.0,25.00%,2.0,12.50%,4.0,25.00%,4.0,25.00%,,,,,7,2,6,3,3,6,0,9,0,9,2,0,1,1,1,4,2,0,2,0.47,0.41,0.53,0.68,0.25,0.33,0.445,415.0,Twente,True,,-3.5,-2.5,Double chance : draw or Twente,0.1,0.45,0.45,,,,,,,,,
23369,2016,88,88,2016-10-15T16:30:00+00:00,Regular Season - 9,"Ed Peter Janssen, Netherlands",410,GO Ahead Eagles,0,207,Utrecht,1,0,3,0,3,6,13.0,4,9.0,4.0,6,8,1,49.0,1,0,2,420.0,336.0,80.0,0.47,0.5,0.5,1.4,1.4,7,2,9,1.8,0.5,1.1,1.0,11.11%,1.0,11.11%,1.0,11.11%,2.0,22.22%,2.0,22.22%,2.0,22.22%,,,,,4,4,4,4,1,7,0,8,0,8,5,8,13,1.3,2.0,1.6,,,2.0,15.38%,3.0,23.08%,1.0,7.69%,3.0,23.08%,4.0,30.77%,,,,,6,2,5,3,2,6,0,8,0,8,2,0,1,1,1,3,2,0,2,0.58,0.5,0.59,0.32,0.64,0.5,0.522,410.0,GO Ahead Eagles,True,,-2.5,-2.5,Double chance : draw or GO Ahead Eagles,0.1,0.45,0.45,,,,,,,,,
23374,2016,88,88,2016-10-01T18:45:00+00:00,Regular Season - 8,"Edwin Van de Graaf, Netherlands",410,GO Ahead Eagles,1,196,Excelsior,2,0,3,0,4,5,12.0,3,5.0,7.0,18,7,0,55.0,2,0,3,453.0,368.0,81.0,0.27,0.29,0.43,0.8,1.6,4,2,6,1.3,0.5,0.9,,,1.0,16.67%,,,2.0,33.33%,1.0,16.67%,2.0,33.33%,,,,,3,4,3,4,0,7,0,7,0,7,5,8,13,1.7,2.0,1.9,,,2.0,15.38%,3.0,23.08%,1.0,7.69%,3.0,23.08%,4.0,30.77%,,,,,6,1,5,2,2,5,0,7,0,7,1,0,1,1,1,3,1,0,1,0.5,0.36,0.58,0.54,0.2,0.4,0.43,196.0,Excelsior,True,,-2.5,-2.5,Double chance : draw or Excelsior,0.1,0.45,0.45,,,,,,,,,
23383,2016,88,88,2016-09-24T18:45:00+00:00,Regular Season - 7,"Bas Nijhuis, Netherlands",410,GO Ahead Eagles,0,201,AZ Alkmaar,1,0,2,2,6,4,10.0,0,7.0,3.0,15,5,1,43.0,1,0,1,377.0,276.0,73.0,0.27,0.33,0.33,0.8,1.6,4,0,4,1.3,0.0,0.7,,,1.0,25.00%,,,2.0,50.00%,,,1.0,25.00%,,,,,2,4,2,4,0,6,0,6,0,6,5,6,11,1.7,2.0,1.8,,,2.0,18.18%,2.0,18.18%,,,3.0,27.27%,4.0,36.36%,,,,,5,1,4,2,2,4,0,6,0,6,1,0,1,0,1,3,1,0,1,0.25,0.33,0.2,0.0,0.25,0.2,0.246,201.0,AZ Alkmaar,False,,-3.5,-1.5,Winner : AZ Alkmaar,0.5,0.5,0.0,,,,,,,,,
23394,2016,88,88,2016-09-17T17:45:00+00:00,Regular Season - 6,"Jochem Kamphuis, Netherlands",410,GO Ahead Eagles,0,200,Vitesse,0,0,2,0,1,3,6.0,2,1.0,5.0,10,0,0,46.0,2,0,3,373.0,279.0,75.0,0.27,0.25,0.44,0.8,1.8,4,0,4,1.3,0.0,0.8,,,1.0,25.00%,,,2.0,50.00%,,,1.0,25.00%,,,,,2,3,2,3,0,5,0,5,0,5,5,4,9,1.7,2.0,1.8,,,2.0,22.22%,2.0,22.22%,,,3.0,33.33%,2.0,22.22%,,,,,4,1,3,2,2,3,0,5,0,5,1,0,1,0,1,2,1,0,1,0.36,0.36,0.36,0.0,0.2,0.31,0.318,200.0,Vitesse,True,,-2.5,-1.5,Double chance : Vitesse or draw,0.5,0.5,0.0,,,,,,,,,
23398,2016,88,88,2016-09-11T12:30:00+00:00,Regular Season - 5,"Ed Peter Janssen, Netherlands",410,GO Ahead Eagles,1,414,Roda,1,0,2,0,6,3,13.0,4,10.0,3.0,10,6,0,46.0,0,0,3,342.0,239.0,70.0,0.08,0.11,0.5,0.5,2.3,2,0,2,1.0,0.0,0.5,,,,,,,2.0,100.00%,,,,,,,,,1,3,1,3,0,4,0,4,0,4,5,4,9,2.5,2.0,2.3,,,2.0,22.22%,2.0,22.22%,,,3.0,33.33%,2.0,22.22%,,,,,4,0,3,1,2,2,0,4,0,4,0,0,1,0,1,2,0,0,0,0.25,0.4,0.31,0.3,0.5,0.67,0.405,414.0,Roda,True,,-1.5,-2.5,Double chance : draw or Roda,0.1,0.45,0.45,,,,,,,,,
23408,2016,88,88,2016-08-28T12:30:00+00:00,Regular Season - 4,"Pol van Boekel, Netherlands",410,GO Ahead Eagles,1,194,Ajax,0,2,0,3,4,3,7.0,0,4.0,3.0,14,3,1,39.0,2,0,7,289.0,198.0,69.0,0.11,0.2,0.4,0.7,2.0,2,0,2,2.0,0.0,0.7,,,,,,,2.0,100.00%,,,,,,,,,1,2,1,2,0,3,0,3,0,3,2,4,6,2.0,2.0,2.0,,,1.0,16.67%,1.0,16.67%,,,2.0,33.33%,2.0,33.33%,,,,,3,0,2,1,1,2,0,3,0,3,0,0,1,0,0,2,0,0,0,0.2,0.25,0.45,0.28,0.0,0.14,0.264,194.0,Ajax,True,1.5,-2.5,-3.5,Combo Double chance : draw or Ajax and +1.5 goals,0.1,0.45,0.45,,,,,,,,,
23416,2016,88,88,2016-08-21T12:30:00+00:00,Regular Season - 3,"Serdar Gozubuyuk, Netherlands",410,GO Ahead Eagles,0,426,Sparta Rotterdam,0,0,1,0,2,5,10.0,3,3.0,7.0,16,5,0,48.0,1,0,2,386.0,278.0,72.0,0.17,0.11,0.72,1.0,2.5,2,0,2,2.0,0.0,1.0,,,,,,,2.0,100.00%,,,,,,,,,1,1,1,1,0,2,0,2,0,2,2,3,5,2.0,3.0,2.5,,,1.0,20.00%,1.0,20.00%,,,2.0,40.00%,1.0,20.00%,,,,,2,0,2,0,1,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0.25,0.33,0.38,0.0,0.0,0.0,0.32,426.0,Sparta Rotterdam,False,,-3.5,-1.5,Winner : Sparta Rotterdam,0.5,0.5,0.0,,,,,,,,,
23426,2016,88,88,2016-08-14T12:30:00+00:00,Regular Season - 2,"Martin Van den Kerkhof, Netherlands",410,GO Ahead Eagles,1,413,NEC Nijmegen,0,1,2,2,5,3,8.0,0,3.0,5.0,18,4,2,50.0,4,0,5,352.0,265.0,75.0,0.0,0.0,0.81,0.0,3.0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,3,3,0.0,3.0,3.0,,,1.0,33.33%,,,,,1.0,33.33%,1.0,33.33%,,,,,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.25,0.0,0.8,0.56,0.537,413.0,NEC Nijmegen,True,,,-1.5,Double chance : draw or NEC Nijmegen,0.1,0.45,0.45,,,,,,,,,
23440,2016,88,88,2016-08-06T16:30:00+00:00,Regular Season - 1,"Dennis Higler, Netherlands",410,GO Ahead Eagles,0,198,ADO Den Haag,1,0,3,0,3,7,10.0,0,8.0,2.0,13,4,0,60.0,1,0,5,453.0,373.0,82.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.64,0.55,0.595,410.0,GO Ahead Eagles,True,,,,Double chance : draw or GO Ahead Eagles,0.1,0.45,0.45,,,,,,,,,
23140,2016,88,88,2017-05-14T12:30:00+00:00,Regular Season - 34,"Ed Peter Janssen, Netherlands",413,NEC Nijmegen,0,210,Heerenveen,0,1,0,2,8,4,13.0,1,12.0,1.0,12,6,5,31.0,2,0,7,281.0,192.0,68.0,0.2,0.33,0.0,0.6,2.4,21,9,30,1.2,0.6,0.9,4.0,12.90%,4.0,12.90%,7.0,22.58%,4.0,12.90%,4.0,12.90%,7.0,22.58%,1.0,3.23%,,,19,14,8,25,3,30,0,33,0,33,26,33,59,1.5,2.1,1.8,8.0,13.79%,10.0,17.24%,11.0,18.97%,12.0,20.69%,6.0,10.34%,8.0,13.79%,3.0,5.17%,,,28,5,18,15,7,26,4,29,2,31,6,2,4,3,7,11,3,2,5,0.33,0.27,0.48,0.17,0.85,0.64,0.457,210.0,Heerenveen,True,,-2.5,-1.5,Double chance : Heerenveen or draw,0.45,0.45,0.1,,,,,,,,,
23149,2016,88,88,2017-05-07T12:30:00+00:00,Regular Season - 33,"Jochem Kamphuis, Netherlands",413,NEC Nijmegen,1,201,AZ Alkmaar,1,1,2,1,5,4,12.0,3,6.0,6.0,14,6,0,52.0,2,0,3,449.0,346.0,77.0,0.0,0.2,0.0,0.4,2.6,19,9,28,1.2,0.6,0.9,4.0,13.79%,3.0,10.34%,7.0,24.14%,4.0,13.79%,4.0,13.79%,6.0,20.69%,1.0,3.45%,,,18,14,7,25,3,29,0,32,0,32,25,33,58,1.6,2.1,1.8,8.0,14.04%,10.0,17.54%,10.0,17.54%,12.0,21.05%,6.0,10.53%,8.0,14.04%,3.0,5.26%,,,27,5,18,14,7,25,4,28,2,30,5,2,4,3,7,11,3,2,5,0.0,0.25,0.35,0.38,0.5,0.44,0.384,201.0,AZ Alkmaar,True,,-1.5,-2.5,Double chance : draw or AZ Alkmaar,0.1,0.45,0.45,,,,,,,,,
23161,2016,88,88,2017-04-22T16:30:00+00:00,Regular Season - 32,"Bjorn Kuipers, Netherlands",413,NEC Nijmegen,1,196,Excelsior,0,0,0,1,0,6,10.0,4,3.0,7.0,8,4,3,54.0,3,0,0,506.0,401.0,79.0,0.0,0.12,0.12,0.4,3.0,19,9,28,1.3,0.6,0.9,4.0,13.79%,3.0,10.34%,7.0,24.14%,4.0,13.79%,4.0,13.79%,6.0,20.69%,1.0,3.45%,,,18,13,7,24,3,28,0,31,0,31,24,33,57,1.6,2.1,1.8,8.0,14.29%,10.0,17.86%,10.0,17.86%,11.0,19.64%,6.0,10.71%,8.0,14.29%,3.0,5.36%,,,26,5,18,13,7,24,4,27,2,29,5,2,4,3,6,11,3,2,5,0.0,0.22,0.32,0.57,0.71,0.64,0.492,196.0,Excelsior,True,,-1.5,-2.5,Double chance : draw or Excelsior,0.1,0.45,0.45,,,,,,,,,
23167,2016,88,88,2017-04-15T18:45:00+00:00,Regular Season - 31,"Bernie Raymond Blom, Netherlands",413,NEC Nijmegen,0,415,Twente,1,0,3,0,1,4,9.0,4,3.0,6.0,15,7,1,39.0,2,0,5,356.0,248.0,70.0,0.0,0.13,0.13,0.4,2.6,19,9,28,1.3,0.6,0.9,4.0,13.79%,3.0,10.34%,7.0,24.14%,4.0,13.79%,4.0,13.79%,6.0,20.69%,1.0,3.45%,,,18,12,7,23,3,27,0,30,0,30,24,30,54,1.6,2.0,1.8,7.0,13.21%,10.0,18.87%,10.0,18.87%,10.0,18.87%,6.0,11.32%,8.0,15.09%,2.0,3.77%,,,25,5,17,13,6,24,4,26,2,28,5,2,4,3,6,10,3,2,5,0.0,0.25,0.43,0.23,0.5,0.47,0.376,415.0,Twente,True,,-2.5,-1.5,Double chance : Twente or draw,0.45,0.45,0.1,,,,,,,,,
23178,2016,88,88,2017-04-08T17:45:00+00:00,Regular Season - 30,"Bas Nijhuis, Netherlands",413,NEC Nijmegen,1,194,Ajax,0,3,1,5,3,7,14.0,4,7.0,7.0,7,5,0,30.0,0,0,7,295.0,170.0,58.0,0.2,0.19,0.57,0.8,1.8,18,9,27,1.3,0.6,0.9,3.0,11.11%,3.0,11.11%,7.0,25.93%,3.0,11.11%,4.0,14.81%,6.0,22.22%,1.0,3.70%,,,17,12,7,22,3,26,0,29,0,29,19,30,49,1.4,2.0,1.7,6.0,12.24%,10.0,20.41%,9.0,18.37%,9.0,18.37%,6.0,12.24%,7.0,14.29%,2.0,4.08%,,,24,5,16,13,5,24,3,26,1,28,5,2,4,3,5,10,3,2,5,0.21,0.27,0.31,0.2,0.15,0.22,0.2269999999999999,194.0,Ajax,False,,-1.5,-3.5,Winner : Ajax,0.0,0.5,0.5,,,,,,,,,
